,Content
546,<ts>
547,I don't know
548,You don't know why you like spelling?
549,Well which one is your uh is your spelling and English teacher?
550,<ts>
551,Um um
552,Ms  my English teacher
553,and Ms uh
554, is my uh
555,spelling teacher
556,Oh you have a different teacher for spelling too?
557,Uhhuh
558,um
559,why why do you think that uh you like English and spelling better?
560,Is it because you like the teacher?
561,<ts>
562,I just like it
563,Cause you do better in that?
564,Uhhuh
565,And my math too
566,Oh good that's good
567,Well what are what are you studying on in math right now?
568,<ts>
569,Fractions
570,Fractions?
571,Oh that's pretty good
572,What part of fractions?
573,Um
574,<ts>
575,I forgot the word
576,You forgot the word okay <>
577,Um
578,what do you do after school
579,when you um  ?
580,Get home
581,When you get
582,I mean do you have any kind of activities or clubs
583,or um
584,anything special at school that you do?
585,You know after classes? After three o'clock?
586,No but on Thursdays I go to a community club at six o'clock
587,That's what I mean
588,Okay what do you there?
589,Six
590,We do work
591,and we have something to drink and have something to eat
592,Mmhm
593,And we have parties at church
594,Mmhm
595,And we have teachers
596,that teach with us
597,And we have any homework we bring it down there
598,and she'll show us how to do it
599,Oh that's good
600,Well what do you find what kind of homework do you get mostly?
601,<ts>
602,We have Spelling
603,for
604,for Monday
605,until
606,Thurs
607,but Friday we have our test
608,Mmhm
609,We have to look up words
610,and like two meanings or three
611,and use 'em in a sentence
612,divide 'em up
613,and stuff like that
614,Oh yeah
615,Then we have our test on Friday
616,How well do you do?
617,Alright I get ninety all mostly all the time
618,Oh that's good That's really good
619,Uh
620,D Uh do you ever have math homework too?
621,Do you get to do your math homework ???
622,I do my math in school
623,Oh
624,So in other words you don't have any homework to take home?
625,Uhhuh That's good
626,Um
627,So after that after you leave the community what did you call it the community school?
628,<cough>
629,Community club
630,Club
631,After you leave the community club what
632,<cough>
633,um
634,what do you do?
635,Anything special at any time?
636,Other than go home?
637,We go down
638,in the basement where they play
639,where the boys
640,play basketball at
641,They stop playing basketball and they play records and we dance until ten or nine o'clock
642,Then we go home
643,That late
644,Hm Okay
645,Um
646,you told me about
647,the teacher that you had that was mean
648,Did she ever holler at you?
649,No
650,if she holler at me I'm'a holler back
651,Has she ever hollered at you?
652,She never hollered at you Well how do you know she'd
653,holler then?
654,When she talk to some more girls in that room
655,it's me
656,a girl named Ruth and Lavern
657,And then Tom
658,We're the worstest ones
659,Why are you the worst one?
660,We're always talking out and ing loud
661,Isn't that supposed to be bad?
662,In school?
663,<ts>
664,Hm?
665,Is it bad to you?
666,Mm no
667,Well what do you consider um
668,good and bad behavior in classrooms?
669,Be quiet
670,I do my work but I talk
671,Mmhm
672,And uh
673,we talk out loud
674,and  out loud
675,Mmhm
676,And met with other peoples in the room
677,and
678,not
679,but it's not me but it's
680,some of the girls m
681,Lavern and Carl
682,It's we got some white and some Chinese children in our room
683,And they meddle with them
684,They call him Pinocchio eye
685,Oh
686,Why do you do <>
687,why do you meddle with them?
688,I don't know
689,You don't like 'em?
690,They alright
691,But you meddle with him anyway
692,No I don't meddle with 'em no m I meddle with 'em last year and now I don't
693,Mmhm Why don't you?
694,Just stop
695,and we sing
696,And we we always singing
697,um
698,we sing it
699,real loud We say say it Loud I'm Black and I'm Proud We sing it all in the room and when the teacher get after us sometimes she make us
700,go in the hall
701,or go in the cloak room
702,Mmhm
703,And
704,so we take a walk through the halls
705,til the bell ring then we go home
706,Oh how you gonna learn like that?
707,I don't know
708,<>
709,Um now you said the teacher never hollers at you?
710,She's never ever hollered at you?
711,Does
712,does she holler at some of the some of the others?
713,What is she hollering about?
714,For the singing
715,<ts>
716,inaudible
717,This girl was
718,and Lavern was singing Private Number today
719,Mmhm
720,and she got after her for singing that
721,Mmhm
722,Do you think it's fair that the teacher hollers at you for singing?
723,No
724,Hm?
725,It's not fair? Do you think that uh
726,all the kids in class uh should be able to uh to sing when they want to?
727,No
728,But?
729,They do it anyway
730,Well
731,why do you go to school?
732,Why?
733,Mmhm
734,Learn get an education
735,How you gonna do that when you singing?
736,Maybe
737,if I haven't
738,I talking outloud and ing
739,and singing
740,Mmhm
741,Well when you're doing that how are you gonna
742,be able to learn?
743,That's what our teacher aks for 
744,Um
745,um
746,how you gonna sing and  and talk
747,Mmhm
748,without doing your work?
749,Mmhm
750,I do both
751,You do both?
752,So you're able to do 'em both and
753,get a long in school and
754,learn too huh?
755,Uh what kind of report card do you get?
756,What color?
757,What kind?
758,They ain't tell us yet
759,Good
760,You haven't gotten it? Well what about last year? What kind of report card did you get?
761,A good one or bad one
762,I always get a Bad in Behaving
763,Oh
764,What about your other courses?
765,I get a A or a B
766,or a C
767,Uhhuh
768,Never got a F
769,Well that's good
770,But in Behaving I got a U
771,Did you deserve it?
772,Mmhm
773,Mmhm
774,Um
775,who was the best teacher you ever had?
776,Miss 
777,No her name ain't Miss 
778,You talking about this year?
779,Or?
780,No anytime you anytime you since you've been in school who was the best teacher?
781,Miss 
782,Uh huh What grade was that?
783,Third
784,Why do you think she was the best teacher you ever had?
785,She was nice
786,She let us have parties like when Halloween come
787,Mmhm
788,Or
789,like
790,Thanksgiving We had a party on Thanksgiving
791,Mmhm
792,Well
793,when Christmas almost here we had one then
794,Mmhm
795,So you like
796,teachers
797,who um
798,who give parties for you huh?
799,Uhhuh
800,Who was the worst teacher you ever had?
801,The one this year
802,This one?
803,Which one which one was that?
804,Miss 
805,And which grade which one did she teach?
806,Which uh subject?
807,Social Study
808,And she's the worst teacher Why do you think she's the worst teacher you ever had?
809,She always fussing
810,Fussing about what?
811,Like if she be talking to somebody else and always butting in
812,And that's why
813,she always fussing
814,She's talked to me about
815,thirty minute
816,and I get tired I turn my face I put some paper on my face
817,Mmhm
818,What else about her didn't you like?
819,What would you say?
820,I don't like
821,she don't
822,She don't never give nobody no party We ain't have no party for no Halloween
823,Mmhm
824,Talking about she don't give no party until we behave
825,Mmhm
826,And so
827,did you ever behave so you could have a party?
828,Mm?
829,No
830,Mm we get
831,we g we get we have to go on the um
832,go through the cloak room to go
833,to get our coats and we stand in line in there
834,And the teacher be in the hall
835,and if a girl always
836,we always had to sing a song
837,in the morning time
838,??
839,Like uh
840,it be on a record player
841,and she put it on there
842,and th when the teacher go out the room the girl take and
843,three o'clock the bell ring the girl take and um
844,put the record on there start it playing and leave it running
845,Mmhm
846,And teacher aks who did it nobody don't say nothing
847,<>
848,Did you all ever play tricks on that teacher?
849,What kind of tricks did you play on her?
850,Me?
851,Mmhm
852,I ain't play nothing
853,Well what kind of tricks did the other kids play on her?
854,Like if um
855,uh
856,um she always have a um
857,this
858,it's uh
859,it's a heavy thing on her desk
860,It's made out of iron
861,Real heavy
862,We always take it
863,and roll it under the table and she aks where's it at?
864,Nobody don't say nothing When the janitor coming in sweep the floors she find it under there
865,Mmhm
866,Did you ever play any other kind of tricks?
867,Mm No
868,No
869,Did you ever play tricks on any of your teachers say when you were in third fourth grade?
870,By the way what grade did you say you were in?
871,Sixth
872,Sixth grade mmhm
873,No
874,Mmhm
875,Um
876,is there a particular group of uh friends that you have?
877,Bunch of kids that you always hang around with?
878,Mmhm
879,Name 'em?
880,Yeah okay
881,Maxi
882,<throat clear>
883,Maxine
884,and May Gladys and Brenda
885,and 
886,and Mary
887,and Ruth and
888,and 
889,Mmhm
890,Why do you hang around with them?
891,Cause we always go riding
892,Uh
893,Riding?
894,Her boyfriend Carl
895,Oh
